ID,critical_temp
TEST_00000,2.2767719450406596
TEST_00001,4.441041749275169
TEST_00002,11.848266150190643
TEST_00003,41.89854585484228
TEST_00004,4.957714318932429
TEST_00005,8.421594047926476
TEST_00006,3.6823647700270907
TEST_00007,31.61412928318454
TEST_00008,5.34965104363431
TEST_00009,82.24022279927065
TEST_00010,10.733861785300352
TEST_00011,6.15440160896097
TEST_00012,39.58644404609679
TEST_00013,42.0781769754379
TEST_00014,22.857163301829964
TEST_00015,78.82003954982015
TEST_00016,5.668155996884884
TEST_00017,11.971450957725947
TEST_00018,21.833762912972748
TEST_00019,17.992600236987556
TEST_00020,4.454776634972409
TEST_00021,10.023351617091183
TEST_00022,83.78587178120452
TEST_00023,10.135980038788352
TEST_00024,45.59515052807488
TEST_00025,15.521021785064587
TEST_00026,15.644311000256657
TEST_00027,67.54435240713924
TEST_00028,7.630393312242104
TEST_00029,29.619631070223203
TEST_00030,12.4095473949316
TEST_00031,4.350716904278974
TEST_00032,26.321052150302854
TEST_00033,6.868095471999682
TEST_00034,8.88353960452665
TEST_00035,30.83574395485238
TEST_00036,34.74967357742514
TEST_00037,15.71521700358089
TEST_00038,5.323141699463564
TEST_00039,15.103696375563981
TEST_00040,89.32785170604939
TEST_00041,76.69572713831121
TEST_00042,10.139374265330765
TEST_00043,83.65177230502285
TEST_00044,19.583135881994107
TEST_00045,23.52852095700019
TEST_00046,48.426174383152215
TEST_00047,87.15421877365979
TEST_00048,64.28939423685944
TEST_00049,10.772834205432993
TEST_00050,3.809855486008792
TEST_00051,5.033123526312887
TEST_00052,46.931574970354234
TEST_00053,50.91610855112895
TEST_00054,6.626178216566094
TEST_00055,70.92980572237957
TEST_00056,32.046989906267726
TEST_00057,7.651499680858426
TEST_00058,9.866490596932016
TEST_00059,63.15823621041983
TEST_00060,21.83775800425612
TEST_00061,35.8223554372793
TEST_00062,22.201588921088533
TEST_00063,2.5123125889556186
TEST_00064,9.375675038294222
TEST_00065,36.013817694135454
TEST_00066,9.115602770220507
TEST_00067,61.0993406650918
TEST_00068,2.6743858143654986
TEST_00069,4.452602056039904
TEST_00070,16.578119958318556
TEST_00071,8.085842456543565
TEST_00072,32.34980985007846
TEST_00073,8.740682976553675
TEST_00074,8.394633878492304
TEST_00075,9.842247073237562
TEST_00076,22.3005230664672
TEST_00077,4.706877632103825
TEST_00078,19.328256086193772
TEST_00079,12.092220763492742
TEST_00080,66.82712256781856
TEST_00081,29.1958271913612
TEST_00082,60.99462451187635
TEST_00083,75.7538750865766
TEST_00084,6.09276584864902
TEST_00085,5.291036119578734
TEST_00086,7.452507002174993
TEST_00087,82.69674722331513
TEST_00088,3.5350143656047903
TEST_00089,81.2387455679969
TEST_00090,9.073766361495396
TEST_00091,56.35605338390146
TEST_00092,7.76947727098517
TEST_00093,33.93045557298553
TEST_00094,55.98175456910181
TEST_00095,72.05926273191609
TEST_00096,24.523250871294053
TEST_00097,26.287277431770153
TEST_00098,77.16155677147515
TEST_00099,9.429051669516118
TEST_00100,91.82182453057224
TEST_00101,89.74046863645785
TEST_00102,73.29025155950154
TEST_00103,73.37839972638025
TEST_00104,11.541232138666146
TEST_00105,84.7018528215629
TEST_00106,70.88571420330592
TEST_00107,68.31272225282788
TEST_00108,54.428352081667455
TEST_00109,55.257139331728126
TEST_00110,20.24463406499892
TEST_00111,13.244277391483173
TEST_00112,81.23497078951175
TEST_00113,7.250615215371878
TEST_00114,53.46030143494542
TEST_00115,9.10530631731445
TEST_00116,11.554857502372215
TEST_00117,86.34979718051763
TEST_00118,42.2203020365072
TEST_00119,2.390241461105355
TEST_00120,37.07778972244837
TEST_00121,10.54687633535369
TEST_00122,66.55458663144695
TEST_00123,5.952184236912518
TEST_00124,66.79585645135842
TEST_00125,68.52541582496302
TEST_00126,119.5583345695484
TEST_00127,4.655966612071932
TEST_00128,110.92909462863638
TEST_00129,74.49100719926847
TEST_00130,60.12962513598305
TEST_00131,64.4613393579523
TEST_00132,25.923046453902657
TEST_00133,49.09968567091313
TEST_00134,42.54531534645124
TEST_00135,4.53671423406412
TEST_00136,11.787537858239755
TEST_00137,7.5225029729990815
TEST_00138,2.2860235775436437
TEST_00139,85.2816296474735
TEST_00140,3.533359276186633
TEST_00141,32.40492515198425
TEST_00142,2.9844737019505017
TEST_00143,2.674134418587224
TEST_00144,54.52642929685607
TEST_00145,4.111774915428217
TEST_00146,29.208269032957354
TEST_00147,8.14181448620861
TEST_00148,8.866832530219607
TEST_00149,5.84456875993155
TEST_00150,22.326599641764957
TEST_00151,76.90999158885501
TEST_00152,84.69495531727026
