ID,critical_temp
TEST_00000,4.07644066007278
TEST_00001,4.795130802685259
TEST_00002,11.942475161589313
TEST_00003,29.8231391364651
TEST_00004,7.0372293102306855
TEST_00005,14.857030654598784
TEST_00006,5.390241633849171
TEST_00007,42.92467495352299
TEST_00008,8.347620473985867
TEST_00009,72.84841337452016
TEST_00010,14.706538600612042
TEST_00011,7.071990234697218
TEST_00012,38.69621855733342
TEST_00013,40.39902655752745
TEST_00014,15.777414617193806
TEST_00015,70.82023253538897
TEST_00016,6.803092221855826
TEST_00017,9.185268802339026
TEST_00018,31.126336768848503
TEST_00019,14.605844478132541
TEST_00020,6.63687743180733
TEST_00021,11.265786550412354
TEST_00022,73.36692267375022
TEST_00023,10.278943933711453
TEST_00024,47.1494112279837
TEST_00025,18.334196706765333
TEST_00026,40.355377435831684
TEST_00027,73.16124091776621
TEST_00028,6.062762479240764
TEST_00029,34.270285263214404
TEST_00030,9.15146377722202
TEST_00031,7.514291234916616
TEST_00032,45.68178636425712
TEST_00033,7.968397455714475
TEST_00034,8.190752381030062
TEST_00035,35.077803866970065
TEST_00036,48.27221793382867
TEST_00037,15.211196043456708
TEST_00038,4.998505962401852
TEST_00039,16.108723151642288
TEST_00040,76.99794977094238
TEST_00041,65.7164927881701
TEST_00042,17.977424470313565
TEST_00043,72.34452295948584
TEST_00044,13.427432729057868
TEST_00045,30.42142486260736
TEST_00046,55.31692465849395
TEST_00047,64.30366264011734
TEST_00048,64.65537088803836
TEST_00049,13.430106713964832
TEST_00050,9.337114294698562
TEST_00051,7.755836775609417
TEST_00052,57.628966101335
TEST_00053,52.85181326686778
TEST_00054,11.234841604486146
TEST_00055,69.79905084819822
TEST_00056,40.5964459702916
TEST_00057,15.418031257215672
TEST_00058,6.4864194794454555
TEST_00059,65.02872237043383
TEST_00060,32.52855873910487
TEST_00061,26.17567987350896
TEST_00062,17.813668542081608
TEST_00063,4.863298704158365
TEST_00064,17.266340780379522
TEST_00065,36.02161708492666
TEST_00066,14.278055196919738
TEST_00067,62.04237797385112
TEST_00068,4.124351152554629
TEST_00069,6.019243310414362
TEST_00070,16.58845922705173
TEST_00071,7.067415788355392
TEST_00072,21.86115148665214
TEST_00073,11.782731427887693
TEST_00074,14.353139682679561
TEST_00075,8.614333777046893
TEST_00076,35.30785195405434
TEST_00077,5.895834722490701
TEST_00078,18.198971435696144
TEST_00079,8.88706816077709
TEST_00080,61.23044417563335
TEST_00081,33.45174106868162
TEST_00082,57.09126642263515
TEST_00083,70.19043351430014
TEST_00084,15.380054990636454
TEST_00085,14.976416897152559
TEST_00086,12.8958998013415
TEST_00087,72.53498234929714
TEST_00088,4.567757588841555
TEST_00089,72.59767730495102
TEST_00090,6.499805302743789
TEST_00091,57.917517659124826
TEST_00092,16.69160354462796
TEST_00093,35.55461754660444
TEST_00094,60.59642768059167
TEST_00095,57.06130271942654
TEST_00096,35.31382427609263
TEST_00097,35.07243476756979
